a15-b15,a15-b14,a15-b13,a15-b12,a15-b11,a15-b10,a15-b09,a15-b08,a15-b07,a15-b06,a15-b05,a15-b04,a15-b03,a15-b02,a15-b01,a15-b00,a14-b00,a13-b00,a12-b00,a11-b00,a10-b00,a09-b00,a08-b00,a07-b00,a06-b00,a05-b00,a04-b00,a03-b00,a02-b00,a00-b00
,a14-b15,a14-b14,a14-b13,a14-b12,a14-b11,a14-b10,a14-b09,a14-b08,a14-b07,a14-b06,a14-b05,a14-b04,a14-b03,a14-b02,a14-b01,a13-b01,a12-b01,a11-b01,a10-b01,a09-b01,a08-b01,a07-b01,a06-b01,a05-b01,a04-b01,a03-b01,a02-b01,a00-b01
,,a13-b15,a13-b14,a13-b13,a13-b12,a13-b11,a13-b10,a13-b09,a13-b08,a13-b07,a13-b06,a13-b05,a13-b04,a13-b03,a13-b02,a12-b02,a11-b02,a10-b02,a09-b02,a08-b02,a07-b02,a06-b02,a05-b02,a04-b02,a03-b02,a02-b02,a00-b02
,,,a12-b15,a12-b14,a12-b13,a12-b12,a12-b11,a12-b10,a12-b09,a12-b08,a12-b07,a12-b06,a12-b05,a12-b04,a12-b03,a11-b03,a10-b03,a09-b03,a08-b03,a07-b03,a06-b03,a05-b03,a04-b03,a03-b03,a02-b03,a00-b03
,,,,a11-b15,a11-b14,a11-b13,a11-b12,a11-b11,a11-b10,a11-b09,a11-b08,a11-b07,a11-b06,a11-b05,a11-b04,a10-b04,a09-b04,a08-b04,a07-b04,a06-b04,a05-b04,a04-b04,a03-b04,a02-b04,a00-b04
,,,,,a10-b15,a10-b14,a10-b13,a10-b12,a10-b11,a10-b10,a10-b09,a10-b08,a10-b07,a10-b06,a10-b05,a09-b05,a08-b05,a07-b05,a06-b05,a05-b05,a04-b05,a03-b05,a02-b05,a00-b05
,,,,,,a09-b15,a09-b14,a09-b13,a09-b12,a09-b11,a09-b10,a09-b09,a09-b08,a09-b07,a09-b06,a08-b06,a07-b06,a06-b06,a05-b06,a04-b06,a03-b06,a02-b06,a00-b06
,,,,,,,a08-b15,a08-b14,a08-b13,a08-b12,a08-b11,a08-b10,a08-b09,a08-b08,a08-b07,a07-b07,a06-b07,a05-b07,a04-b07,a03-b07,a02-b07,a00-b07
,,,,,,,,a07-b15,a07-b14,a07-b13,a07-b12,a07-b11,a07-b10,a07-b09,a07-b08,a06-b08,a05-b08,a04-b08,a03-b08,a02-b08,a00-b08
,,,,,,,,,a06-b15,a06-b14,a06-b13,a06-b12,a06-b11,a06-b10,a06-b09,a05-b09,a04-b09,a03-b09,a02-b09,a00-b09
,,,,,,,,,,a05-b15,a05-b14,a05-b13,a05-b12,a05-b11,a05-b10,a04-b10,a03-b10,a02-b10,a00-b10
,,,,,,,,,,,a04-b15,a04-b14,a04-b13,a04-b12,a04-b11,a03-b11,a02-b11,a00-b11
,,,,,,,,,,,,a03-b15,a03-b14,a03-b13,a03-b12,a02-b12,a00-b12
,,,,,,,,,,,,,a02-b15,a02-b14,a02-b13,a00-b13
,,,,,,,,,,,,,,a01-b15,a01-b14,a00-b14
,,,,,,,,,,,,,,,a00-b15
